LAST UPDATED,FREQUENCY,PERIOD BEGIN,PERIOD END,REGION ID,REGION TYPE,REGION NAME,HOMES SOLD NSA,HOMES SOLD NSA YOY (%),MEDIAN SALE PRICE NSA ($),MEDIAN SALE PRICE NSA YOY (%),MEDIAN DAYS ON MARKET NSA (DAYS),MEDIAN DAYS ON MARKET NSA YOY (%),NEW LISTINGS SA,NEW LISTINGS NSA,NEW LISTINGS SA YOY (%),NEW LISTINGS NSA YOY (%),ACTIVE LISTINGS SA,ACTIVE LISTINGS NSA,ACTIVE LISTINGS SA YOY (%),ACTIVE LISTINGS NSA YOY (%),PENDING SALES SA,PENDING SALES NSA,PENDING SALES SA YOY (%),PENDING SALES NSA YOY (%)
2026-06-02,Weekly,2026-04-27,2026-05-24,NA,Country,National,319306,4.36,399325,2.39,40,205.12,368732,436159,0.55,0.55,1496526,1544723,1.04,1,337104,382863,4.82,4.82
2026-06-02,Weekly,2026-04-20,2026-05-17,NA,Country,National,306304,1.84,397632,1.96,41,302.69,367934,442970,-0.65,-0.65,1495691,1539495,1.44,1.4,342288,387640,7.94,7.94
2026-06-02,Weekly,2026-04-13,2026-05-10,NA,Country,National,299547,1.6,394732,1.47,42,300.64,368894,440968,-1.93,2.75,1488665,1518803,1.18,1.89,345766,390780,9.49,9.49
2026-06-02,Weekly,2026-04-06,2026-05-03,NA,Country,National,292402,0.91,395000,1.83,43,300,369677,443667,-2.81,2.51,1464364,1481449,-0.12,0.73,336631,378471,6.64,6.65
2026-06-02,Weekly,2026-03-30,2026-04-26,NA,Country,National,277894,2.86,395000,2.6,45,400,376415,427791,-1.25,-0.59,1476170,1467738,1.01,1.12,332150,369001,5.13,5.13
2026-06-02,Weekly,2026-03-23,2026-04-19,NA,Country,National,277403,2.07,392900,1.79,47,500,378707,421926,0.51,0.51,1470820,1451350,1.58,1.6,327159,359438,1.5,1.5
2026-06-02,Weekly,2026-03-16,2026-04-12,NA,Country,National,270391,2.19,390000,1.3,49,600,378737,408519,1.14,-3.47,1460809,1426363,1.48,0.74,319937,349295,-1.17,-1.18
2026-06-02,Weekly,2026-03-09,2026-04-05,NA,Country,National,267183,0.88,390000,1.3,51,600,378755,397286,0.59,-4.65,1453024,1400424,1.61,0.7,323862,352370,0.58,0.57
2026-06-02,Weekly,2026-03-02,2026-03-29,NA,Country,National,248265,-1.98,390000,1.3,53,600,378411,403886,0.2,-0.41,1448243,1389648,2.06,2.09,325502,349298,1.87,1.88
2026-06-02,Weekly,2026-02-23,2026-03-22,NA,Country,National,255347,-1.51,387718,2.03,57,700,372666,392404,-1.49,-1.56,1441372,1379247,2.23,2.34,321927,342652,2.52,2.51
2026-06-02,Weekly,2026-02-16,2026-03-15,NA,Country,National,243802,-1.38,385000,1.32,60,800,371532,376652,-0.42,-0.4,1438710,1358173,2.78,2.92,319119,333118,3.4,3.4
2026-06-02,Weekly,2026-02-09,2026-03-08,NA,Country,National,237543,-1.11,383000,0.79,63,800,367457,359609,0.01,0.05,1429027,1333187,2.97,3.23,313918,318819,2.58,2.57
2026-06-02,Weekly,2026-02-02,2026-03-01,NA,Country,National,223821,-0.73,380000,0.53,66,900,359823,336674,-1.81,-1.83,1419945,1304622,2.99,3.2,308942,306060,1,1.01
2026-06-02,Weekly,2026-01-26,2026-02-22,NA,Country,National,203788,-1.21,380000,1.33,68,900,355324,319941,-3.35,-3.34,1415366,1293409,3.18,3.56,302596,291981,-1.53,-1.54
2026-06-02,Weekly,2026-01-19,2026-02-15,NA,Country,National,191745,-2.29,377000,0.53,68,800,354671,311606,-3.78,-3.81,1410524,1279587,3.36,3.7,302344,285649,-1.54,-1.53
2026-06-02,Weekly,2026-01-12,2026-02-08,NA,Country,National,190033,-1.7,375400,0.11,66,700,360159,309054,-3.32,-3.31,1408854,1268156,3.7,4.08,303409,280725,-0.96,-0.95
2026-06-02,Weekly,2026-01-05,2026-02-01,NA,Country,National,192543,-0.15,376888,0.5,64,700,365696,305429,-0.95,-1.03,1411610,1258614,4.69,5.16,302534,269442,1.01,0.97
2026-06-02,Weekly,2025-12-29,2026-01-25,NA,Country,National,191155,4.29,375000,0,63,700,372843,273136,1.11,-1,1419893,1266176,5.77,6.81,310657,246980,4.21,2.73
2026-06-02,Weekly,2025-12-22,2026-01-18,NA,Country,National,189785,3.06,375990,0.26,61,700,361346,223320,-0.29,-2.44,1415533,1239722,6.2,7.06,306323,213105,2.74,1.23
2026-06-02,Weekly,2025-12-15,2026-01-11,NA,Country,National,214657,1.58,380000,0.53,59,700,355845,189524,-2.7,-4.52,1414144,1237593,6.34,7.3,306937,199088,0.1,-1.35
2026-06-02,Weekly,2025-12-08,2026-01-04,NA,Country,National,230652,0.29,380000,0.03,57,700,340690,169418,-7.43,-7.67,1415616,1240456,6.55,7.31,304725,200098,-3.18,-3.17
2026-06-02,Weekly,2025-12-01,2025-12-28,NA,Country,National,245647,-0.29,385000,0.65,55,600,346521,193633,-5.5,-3.18,1428470,1285640,7.43,8.52,298237,216339,-3.96,-2.56
2026-06-02,Weekly,2025-11-24,2025-12-21,NA,Country,National,261257,0.55,385000,1.32,54,600,344941,208929,-5.69,-3.71,1434571,1329587,7.88,8.59,301190,232079,-3.49,-2.05
2026-06-02,Weekly,2025-11-17,2025-12-14,NA,Country,National,258497,2.2,385000,1.32,52,600,343794,229129,-5.48,-3.61,1438004,1368037,8.36,8.82,304355,247861,-2.97,-1.55
2026-06-02,Weekly,2025-11-10,2025-12-07,NA,Country,National,257003,2.3,386000,1.34,51,600,353848,248648,-2.38,-2.32,1441308,1396482,9.01,9.27,312477,259681,-0.13,-0.14
2026-06-02,Weekly,2025-11-03,2025-11-30,NA,Country,National,250830,1.6,387500,1.97,50,600,358609,263015,0,0.03,1446485,1416814,9.8,9.97,322767,273517,0.95,0.97
2026-06-02,Weekly,2025-10-27,2025-11-23,NA,Country,National,277174,0.55,390000,1.3,49,500,358385,299921,1.1,1.06,1453079,1472336,10.27,10.24,323683,296136,1.52,1.52
2026-06-02,Weekly,2025-10-20,2025-11-16,NA,Country,National,269340,-0.57,390000,1.3,49,600,360844,315214,3.16,3.19,1454250,1488148,10.87,10.58,324370,301073,2.95,2.94
2026-06-02,Weekly,2025-10-13,2025-11-09,NA,Country,National,269748,-0.49,390000,1.3,49,600,359707,324654,3.34,3.33,1455097,1496923,11.18,10.81,326801,304655,3.62,3.63
2026-06-02,Weekly,2025-10-06,2025-11-02,NA,Country,National,268970,-0.01,390000,1.3,49,700,360943,332994,3.89,3.84,1457919,1502042,11.27,10.79,327667,308102,4,4
2026-06-02,Weekly,2025-09-29,2025-10-26,NA,Country,National,273016,4.05,390000,1.3,49,700,364679,346691,4.16,4.24,1465457,1525136,11.66,11.31,327125,312515,4.07,4.08
2026-06-02,Weekly,2025-09-22,2025-10-19,NA,Country,National,280537,4.33,389990,1.38,48,600,362420,349144,3.56,3.52,1463725,1528588,11.78,11.18,327377,313748,3.06,3.06
2026-06-02,Weekly,2025-09-15,2025-10-12,NA,Country,National,287847,5.18,389000,2.1,48,700,362722,355472,3.06,3.08,1463985,1532169,12.08,11.51,326026,318221,2.33,2.34
2026-06-02,Weekly,2025-09-08,2025-10-05,NA,Country,National,289914,4.34,389000,2.37,48,700,360901,361260,1.25,1.22,1461590,1530669,12.09,11.41,321282,320845,1.94,1.92
2026-06-02,Weekly,2025-09-01,2025-09-28,NA,Country,National,262181,2.35,389203,2.42,47,600,360428,361365,1.23,1.25,1462348,1522351,12.6,12.06,320599,313868,2.05,2.06
2026-06-02,Weekly,2025-08-25,2025-09-21,NA,Country,National,283937,3.75,389900,2.36,46,600,358225,357466,0.06,0.05,1463016,1535347,12.96,12.29,315702,316714,2.49,2.48
2026-06-02,Weekly,2025-08-18,2025-09-14,NA,Country,National,285307,3.59,390000,1.56,46,700,356243,354186,0.01,0,1463303,1534777,13.6,12.91,314495,318604,3.67,3.67
2026-06-02,Weekly,2025-08-11,2025-09-07,NA,Country,National,294382,3.22,390000,1.3,45,700,355462,351811,0.2,0.19,1463045,1533585,14,13.25,314467,320711,3.77,3.76
2026-06-02,Weekly,2025-08-04,2025-08-31,NA,Country,National,302335,2.75,390000,1.3,45,700,353841,352385,0.31,0.33,1463529,1532545,14.5,13.7,314944,330701,4.26,4.26
2026-06-02,Weekly,2025-07-28,2025-08-24,NA,Country,National,297790,2.05,393000,1.42,44,700,353081,362477,0.83,0.82,1467535,1553937,15.13,14.25,316308,333536,4.07,4.07
2026-06-02,Weekly,2025-07-21,2025-08-17,NA,Country,National,298486,0.37,393000,1.73,43,600,352941,366433,1.45,1.46,1467739,1557594,15.66,14.62,317451,336402,3.58,3.58
2026-06-02,Weekly,2025-07-14,2025-08-10,NA,Country,National,301067,0.55,394900,2.17,42,600,352465,373452,1.55,1.54,1468320,1561404,16.13,15.03,319061,340673,3.44,3.45
2026-06-02,Weekly,2025-07-07,2025-08-03,NA,Country,National,307658,-0.87,395000,1.94,42,700,353038,387458,1.6,1.63,1469071,1560446,16.56,15.27,317097,339359,2.71,2.71
2026-06-02,Weekly,2025-06-30,2025-07-27,NA,Country,National,295358,7.17,396850,1.78,41,600,349951,371297,2.54,2.5,1476951,1560435,17.67,16.8,317978,331404,2.32,3.5
2026-06-02,Weekly,2025-06-23,2025-07-20,NA,Country,National,310402,2.83,399000,2.31,40,600,350139,377557,1.95,1.98,1474334,1564064,17.58,16.35,317423,333689,2.25,2.25
2026-06-02,Weekly,2025-06-16,2025-07-13,NA,Country,National,308587,3.34,399900,1.81,39,500,348403,381166,2.06,2.07,1473432,1556785,17.76,16.66,316014,330161,1.25,1.25
2026-06-02,Weekly,2025-06-09,2025-07-06,NA,Country,National,310501,3.6,399900,1.24,39,500,346893,378360,1.77,1.7,1472332,1543515,17.92,16.88,317357,335289,0.36,0.37
2026-06-02,Weekly,2025-06-02,2025-06-29,NA,Country,National,305587,-4.39,399000,1.08,38,400,352637,409603,1.8,1.87,1475931,1560923,17.96,16.85,317966,347538,0.53,-0.63
2026-06-02,Weekly,2025-05-26,2025-06-22,NA,Country,National,304557,0.53,399000,1.27,38,500,352148,409976,2.56,2.5,1478760,1557963,18.49,17.41,318629,342763,0.24,0.24
2026-06-02,Weekly,2025-05-19,2025-06-15,NA,Country,National,306203,-0.95,395000,1.28,38,500,356688,408218,3.71,3.71,1480044,1550186,18.81,17.81,320806,351218,1.36,1.37
2026-06-02,Weekly,2025-05-12,2025-06-08,NA,Country,National,307407,-0.5,395000,1.28,38,500,360835,419493,5.43,5.48,1480597,1541662,19.19,18.29,320994,352475,1.84,1.83
2026-06-02,Weekly,2025-05-05,2025-06-01,NA,Country,National,300434,-0.48,390000,0.26,38,500,361562,417797,6.37,6.33,1479731,1524451,19.36,18.6,321861,353236,2.28,2.28
2026-06-02,Weekly,2025-04-28,2025-05-25,NA,Country,National,305955,0.16,390000,1.04,38,400,366703,433759,7.09,7.11,1481167,1529364,19.5,18.93,321592,365245,2.59,2.6
2026-06-02,Weekly,2025-04-21,2025-05-18,NA,Country,National,300756,0.5,389999,1.3,38,400,370334,445859,8.59,8.57,1474429,1518233,19.37,18.6,317120,359137,0.67,0.66
2026-06-02,Weekly,2025-04-14,2025-05-11,NA,Country,National,294841,-0.01,389000,1.3,39,400,376146,429157,10.16,5.15,1471353,1490607,19.37,18.06,315809,356918,-0.69,-0.68
2026-06-02,Weekly,2025-04-07,2025-05-04,NA,Country,National,289777,-0.71,387900,1.81,40,500,380359,432804,11.64,5.85,1466128,1470774,19.17,17.84,315656,354883,-1.37,-1.37
2026-06-02,Weekly,2025-03-31,2025-04-27,NA,Country,National,270166,1.21,385000,1.32,41,600,381162,430311,12.19,6.42,1461444,1451457,19.58,18.73,315942,350994,-1.27,-0.14
2026-06-02,Weekly,2025-03-24,2025-04-20,NA,Country,National,271772,-1.56,386000,1.58,42,600,376775,419774,10.1,9.35,1447906,1428436,18.13,18.11,322315,354116,2.21,2.23
2026-06-02,Weekly,2025-03-17,2025-04-13,NA,Country,National,264602,-1.42,385000,2.39,43,600,374473,423194,8.32,13.44,1439488,1415913,17.58,19.03,323738,353455,3,2.99
2026-06-02,Weekly,2025-03-10,2025-04-06,NA,Country,National,264861,-1.3,385000,2.67,45,600,376530,416639,7.5,13.4,1429989,1390632,16.94,18.72,321995,350370,3.15,3.15
2026-06-02,Weekly,2025-03-03,2025-03-30,NA,Country,National,253287,-3.92,384990,2.67,47,700,377647,405551,7.96,13.89,1419079,1361219,16.59,18.72,319540,342844,1.94,0.78
2026-06-02,Weekly,2025-02-24,2025-03-23,NA,Country,National,259266,-1.15,380000,2.15,50,800,378298,398609,7.31,8.02,1409926,1347706,15.78,16.84,314002,334265,-1.53,-1.53
2026-06-02,Weekly,2025-02-17,2025-03-16,NA,Country,National,247202,-1.33,380000,2.7,52,800,373091,378172,6.05,6.06,1399773,1319683,15.34,16.44,308639,322158,-2.24,-2.24
2026-06-02,Weekly,2025-02-10,2025-03-09,NA,Country,National,240220,-1.34,380000,2.7,55,800,367434,359433,4.39,4.39,1387762,1291425,14.81,16.07,306032,310826,-2.85,-2.85
2026-06-02,Weekly,2025-02-03,2025-03-02,NA,Country,National,225471,-2.52,378000,2.72,57,800,366447,342958,3.78,3.77,1378768,1264180,14.32,15.73,305891,303010,-3.06,-3.05
2026-06-02,Weekly,2025-01-27,2025-02-23,NA,Country,National,206288,-1.4,375000,2.74,59,900,367645,330986,3.79,3.81,1371720,1248949,14.14,15.86,307289,296533,-2.49,-2.49
2026-06-02,Weekly,2025-01-20,2025-02-16,NA,Country,National,196238,-3.75,375000,3.62,60,800,368609,323960,5.38,5.29,1364692,1233963,14.04,15.7,307069,290099,-2.76,-2.78
2026-06-02,Weekly,2025-01-13,2025-02-09,NA,Country,National,193329,2.45,375000,4.17,59,800,372543,319618,8.71,8.82,1358600,1218445,14.26,16.22,306351,283409,-2.05,-2.02
2026-06-02,Weekly,2025-01-06,2025-02-02,NA,Country,National,192833,2.72,375000,4.17,57,700,369202,308603,8.22,8.07,1348429,1196899,13.98,15.76,299523,266863,-4,-4.04
2026-06-02,Weekly,2024-12-30,2025-01-26,NA,Country,National,183299,11.26,375000,4.2,56,700,368756,275883,8.02,3.51,1342430,1185423,14.6,17.39,298101,240409,-3.63,-5.28
2026-06-02,Weekly,2024-12-23,2025-01-19,NA,Country,National,184142,8.39,375000,4.2,54,700,362405,228907,5.32,0.65,1332953,1157926,13.82,16.01,298141,210520,-2.82,-5.66
2026-06-02,Weekly,2024-12-16,2025-01-12,NA,Country,National,211313,10.12,378000,5.29,52,700,365710,198496,3.59,-0.43,1329781,1153384,13.56,15.94,306639,201813,-1.36,-4.21
2026-06-02,Weekly,2024-12-09,2025-01-05,NA,Country,National,229978,9.75,379900,5.53,50,700,368018,183482,2.38,0.08,1328537,1155983,14.14,16.27,314726,206642,2.48,1.03
2026-06-02,Weekly,2024-12-02,2024-12-29,NA,Country,National,246362,7.44,382500,6.25,49,700,366677,199997,5.24,10.25,1329653,1184658,15.67,18.22,310543,222030,1.3,3.07
2026-06-02,Weekly,2024-11-25,2024-12-22,NA,Country,National,259818,2.81,380000,5.56,48,700,365734,216990,3.98,0.14,1329795,1224430,16.35,16.37,312072,236941,2.92,0.34
2026-06-02,Weekly,2024-11-18,2024-12-15,NA,Country,National,252925,9.5,380000,5.56,46,700,363709,237714,4.52,8.79,1327101,1257198,16.87,18.02,313685,251759,5.67,8.82
2026-06-02,Weekly,2024-11-11,2024-12-08,NA,Country,National,251223,6.5,380900,5.81,45,700,362471,254553,6.26,8.58,1322184,1278030,17.05,17.68,312890,260051,7.1,8.65
2026-06-02,Weekly,2024-11-04,2024-12-01,NA,Country,National,246889,6.31,380000,5.56,44,700,358606,262931,3.46,3.45,1317416,1288329,17.13,17.38,319722,270882,10.83,10.87
2026-06-02,Weekly,2024-10-28,2024-11-24,NA,Country,National,275656,20.25,385000,6.65,44,800,354479,296771,1.96,10.55,1317714,1335561,18.27,19.95,318823,291709,9.98,16.19
2026-06-02,Weekly,2024-10-21,2024-11-17,NA,Country,National,270882,6.91,385000,5.48,43,700,349790,305456,0.61,0.6,1311715,1345825,18.02,17.4,315086,292480,8.56,8.54
2026-06-02,Weekly,2024-10-14,2024-11-10,NA,Country,National,271073,8.22,385000,5.48,43,800,348073,314186,0.06,0.06,1308831,1350937,18.26,17.46,315374,293974,8.72,8.73
2026-06-02,Weekly,2024-10-07,2024-11-03,NA,Country,National,269000,5.35,385000,5.48,42,700,347443,320669,1.16,1.09,1310215,1355771,19.57,18.64,315065,296259,8.49,8.5
2026-06-02,Weekly,2024-09-30,2024-10-27,NA,Country,National,262391,7.46,385000,5.48,42,700,350108,332602,2.98,3.1,1312415,1370113,21.12,20.38,314321,300273,7.18,8.41
2026-06-02,Weekly,2024-09-23,2024-10-20,NA,Country,National,268890,1.92,384665,5.24,42,800,349956,337260,2.22,2.14,1309508,1374901,21.27,19.96,317659,304435,7.25,7.26
2026-06-02,Weekly,2024-09-16,2024-10-13,NA,Country,National,273658,3.09,381000,4.38,41,700,351964,344867,3.28,3.26,1306189,1373983,21.54,20.26,318605,310945,7.07,7.07
2026-06-02,Weekly,2024-09-09,2024-10-06,NA,Country,National,277865,-0.19,380000,3.83,41,700,356428,356915,5.28,5.33,1303984,1373891,22.01,20.65,315168,314812,5.67,5.65
2026-06-02,Weekly,2024-09-02,2024-09-29,NA,Country,National,256154,-6.45,380000,3.4,41,800,356066,356899,5.17,5.14,1298694,1358550,22.07,20.84,314156,307523,4.86,3.69
2026-06-02,Weekly,2024-08-26,2024-09-22,NA,Country,National,273666,-1.92,380900,2.95,40,700,357999,357273,6.42,6.46,1295112,1367317,22.69,21.34,308042,309041,0.33,0.32
2026-06-02,Weekly,2024-08-19,2024-09-15,NA,Country,National,275423,-3.48,384000,3.78,39,700,356220,354173,5.17,5.15,1288172,1359281,22.48,21.03,303363,307318,-3.15,-3.16
2026-06-02,Weekly,2024-08-12,2024-09-08,NA,Country,National,285212,-2.14,385000,2.69,38,600,354764,351136,4.52,4.52,1283352,1354154,22.65,21.21,303055,309075,-3.98,-3.98
2026-06-02,Weekly,2024-08-05,2024-09-01,NA,Country,National,294247,-2.68,385000,2.67,38,600,352744,351243,4.14,4.16,1278138,1347840,22.75,21.21,302077,317189,-3.95,-3.95
2026-06-02,Weekly,2024-07-29,2024-08-25,NA,Country,National,291801,-0.05,387500,3.33,37,600,350160,359534,3.27,3.27,1274663,1360133,22.97,21.38,303940,320493,-2.42,-2.42
2026-06-02,Weekly,2024-07-22,2024-08-18,NA,Country,National,297379,-0.96,386303,3.01,37,600,347895,361163,3.19,3.17,1269039,1358937,23.1,21.22,306466,324778,-1.69,-1.7
2026-06-02,Weekly,2024-07-15,2024-08-11,NA,Country,National,299414,-0.04,386500,3.07,36,600,347097,367796,3.74,3.68,1264350,1357345,23.06,21.14,308460,329318,-2.03,-2.01
2026-06-02,Weekly,2024-07-08,2024-08-04,NA,Country,National,310361,0.65,387500,3.33,35,500,347486,381246,4.74,4.88,1260321,1353733,22.99,20.9,308721,330414,-3.49,-3.51
2026-06-02,Weekly,2024-07-01,2024-07-28,NA,Country,National,275597,-2.51,389900,3.97,35,600,341271,362232,3.46,3.28,1255155,1335997,23.16,21.65,310781,320195,-2.83,-2.81
2026-06-02,Weekly,2024-06-24,2024-07-21,NA,Country,National,301855,-1.59,390000,2.9,34,500,343456,370220,5.21,5.33,1253941,1344283,23.19,21.31,310447,326345,-2.82,-2.83
2026-06-02,Weekly,2024-06-17,2024-07-14,NA,Country,National,298615,-1.61,392800,3.4,34,500,341380,373426,5.73,5.74,1251165,1334427,22.8,21.09,312098,326094,-2.81,-2.82
2026-06-02,Weekly,2024-06-10,2024-07-07,NA,Country,National,299721,-3.12,395000,3.95,34,500,340861,372042,6.3,6.13,1248541,1320652,22.23,20.52,316232,334063,-1.08,-1.07
2026-06-02,Weekly,2024-06-03,2024-06-30,NA,Country,National,319633,-1.96,394725,3.88,34,500,346415,402069,8.81,9.06,1251177,1335884,22.63,21.08,316296,349755,-1.52,-1.53
2026-06-02,Weekly,2024-05-27,2024-06-23,NA,Country,National,302940,-0.77,394000,3.96,33,400,343348,399963,7.4,7.25,1248033,1326900,22.13,20.54,317859,341943,-1.19,-1.18
2026-06-02,Weekly,2024-05-20,2024-06-16,NA,Country,National,309133,-2.24,390000,3.17,33,400,343913,393597,7.08,7.12,1245683,1315849,21.34,20,316496,346474,-0.77,-0.77
2026-06-02,Weekly,2024-05-13,2024-06-09,NA,Country,National,308961,-0.86,390000,3.95,33,300,342252,397703,6.41,6.47,1242253,1303263,20.5,19.34,315200,346143,-0.9,-0.91
2026-06-02,Weekly,2024-05-06,2024-06-02,NA,Country,National,301877,-1.65,389000,3.73,33,300,339899,392910,6.43,6.34,1239695,1285375,19.92,18.92,314689,345351,-1.31,-1.29
2026-06-02,Weekly,2024-04-29,2024-05-26,NA,Country,National,305463,4.5,386000,2.93,34,300,342436,404965,7.39,7.47,1239480,1285923,20,19.44,313474,355998,-1.88,-0.74
2026-06-02,Weekly,2024-04-22,2024-05-19,NA,Country,National,299271,0.05,385000,4.05,34,200,341035,410678,7.99,7.93,1235147,1280168,19.1,18.12,315001,356772,-1.65,-1.65
2026-06-02,Weekly,2024-04-15,2024-05-12,NA,Country,National,294884,1.55,384000,4.07,35,200,341449,408134,9.33,9.34,1232636,1262603,18.13,17.62,317989,359366,-1.9,-1.91
2026-06-02,Weekly,2024-04-08,2024-05-05,NA,Country,National,291850,-0.11,381000,4.24,35,100,340686,408902,8.63,8.63,1230279,1248065,17.52,17.33,320041,359817,-0.68,-0.68
2026-06-02,Weekly,2024-04-01,2024-04-28,NA,Country,National,266947,-5.55,380000,4.11,35,0,339742,404336,9.51,14.77,1222154,1222474,16,17.12,320000,351469,0.14,-1
2026-06-02,Weekly,2024-03-25,2024-04-21,NA,Country,National,276067,0.03,380000,4.14,36,0,342225,383876,9.47,10.18,1225705,1209369,15.48,15.89,315345,346396,-1.1,-1.1
2026-06-02,Weekly,2024-03-18,2024-04-14,NA,Country,National,268425,-0.83,376000,4.44,37,-100,345714,373065,10.36,10.29,1224228,1189544,14.6,15.1,314312,343202,0.16,0.17
2026-06-02,Weekly,2024-03-11,2024-04-07,NA,Country,National,268362,0.65,375000,4.17,39,0,350249,367415,13.71,13.79,1222795,1171341,14.24,15.05,312148,339666,-0.46,-0.47
2026-06-02,Weekly,2024-03-04,2024-03-31,NA,Country,National,263626,-1.32,374990,4.47,40,-100,349800,356102,13.62,8.4,1217128,1146618,12.69,12.18,313472,340176,0.16,0.17
2026-06-02,Weekly,2024-02-26,2024-03-24,NA,Country,National,262274,-1.4,372000,4.79,42,-100,352528,369021,15.29,14.55,1217713,1153446,12.15,12.93,318867,339465,1.79,1.79
2026-06-02,Weekly,2024-02-19,2024-03-17,NA,Country,National,250529,-3.19,370000,4.23,44,-100,351815,356555,14.83,14.82,1213560,1133336,10.89,11.75,315703,329541,-1.52,-1.53
2026-06-02,Weekly,2024-02-12,2024-03-10,NA,Country,National,243481,-3.69,370000,5.71,47,-100,351991,344324,13.73,13.74,1208779,1112651,9.4,10.21,314994,319935,-2.7,-2.7
2026-06-02,Weekly,2024-02-05,2024-03-03,NA,Country,National,231301,-3.27,368000,5.14,49,-100,353092,330495,13.26,13.21,1206066,1092372,8.27,9.14,315543,312542,-3.3,-3.29
2026-06-02,Weekly,2024-01-29,2024-02-25,NA,Country,National,209216,-1.66,365000,5.64,50,-200,354232,318835,12.87,12.94,1201739,1077984,6.94,7.89,315143,304120,-4.46,-4.47
2026-06-02,Weekly,2024-01-22,2024-02-18,NA,Country,National,203893,0.49,361915,5.58,52,-200,349790,307690,10.41,10.35,1196695,1066482,5.87,6.64,315794,298388,-2.84,-2.83
2026-06-02,Weekly,2024-01-15,2024-02-11,NA,Country,National,188705,1.02,360000,5.88,51,-300,342704,293726,7.82,7.86,1189084,1048413,4.61,5.26,312754,289246,-3.83,-3.81
2026-06-02,Weekly,2024-01-08,2024-02-04,NA,Country,National,187734,0.96,360000,5.88,50,-300,341168,285563,7.17,7.05,1183017,1033986,3.8,4.31,312000,278093,-4.2,-4.24
2026-06-02,Weekly,2024-01-01,2024-01-28,NA,Country,National,164742,-2.17,359900,5.85,49,-200,341382,266532,7.94,5.81,1171361,1009797,2.81,3.47,309336,253821,-2.98,-4.32
2026-06-02,Weekly,2023-12-25,2024-01-21,NA,Country,National,169887,-5.43,359900,4.62,47,-200,344099,227419,7.47,4.77,1171110,998096,2.26,2.44,306799,223158,-2.79,-4.27
2026-06-02,Weekly,2023-12-18,2024-01-14,NA,Country,National,191893,-2.44,359000,4.06,45,-300,353037,199359,11.85,9.75,1171028,994834,2.4,2.98,310857,210691,1.92,0.46
2026-06-02,Weekly,2023-12-11,2024-01-07,NA,Country,National,209546,-3.18,360000,4.27,43,-300,359478,183339,13.24,10.92,1163928,994248,2.03,2.23,307102,204531,2,0.54
2026-06-02,Weekly,2023-12-04,2023-12-31,NA,Country,National,229306,-3.05,360000,4.35,42,-200,348421,181396,8.64,11.01,1149488,1002039,1.2,1.41,306567,215425,-1.54,-0.12
2026-06-02,Weekly,2023-11-27,2023-12-24,NA,Country,National,252724,-1.93,360000,3.45,41,-200,351726,216680,10.26,12.91,1142969,1052193,1.01,1.21,303214,236139,-2.38,-0.92
2026-06-02,Weekly,2023-11-20,2023-12-17,NA,Country,National,230988,-4.62,360000,3.18,39,-300,347987,218501,7.25,9.41,1135495,1065237,0.11,0.11,296865,231346,-5.3,-3.9
2026-06-02,Weekly,2023-11-13,2023-12-10,NA,Country,National,235885,-5.85,360000,2.89,38,-300,341123,234438,5.78,7.93,1129567,1086032,-0.77,-0.87,292143,239353,-6.19,-4.83
2026-06-02,Weekly,2023-11-06,2023-12-03,NA,Country,National,232230,-5.51,360000,2.86,37,-300,346603,254152,9.38,9.5,1124701,1097616,-1.34,-1.41,288476,244332,-3.78,-3.75
2026-06-02,Weekly,2023-10-30,2023-11-26,NA,Country,National,229243,-3.92,361000,3.14,36,-300,347651,268459,8.43,8.4,1114177,1113446,-2.38,-2.29,289892,251057,-3.54,-3.53
2026-06-02,Weekly,2023-10-23,2023-11-19,NA,Country,National,253377,-6.5,365000,4.29,36,-300,347682,303620,7.02,7.01,1111470,1146334,-3.1,-3.03,290230,269471,-5.22,-5.23
2026-06-02,Weekly,2023-10-16,2023-11-12,NA,Country,National,250478,-6.18,365000,4.29,35,-400,347864,313990,5.64,5.68,1106759,1150111,-3.96,-3.81,290084,270366,-5.42,-5.4
2026-06-02,Weekly,2023-10-09,2023-11-05,NA,Country,National,255332,-9.41,365000,3.69,35,-300,343460,317199,2.27,2.19,1095771,1142741,-5.38,-5.27,290397,273055,-6.54,-6.55
2026-06-02,Weekly,2023-10-02,2023-10-29,NA,Country,National,244182,-13.86,365000,2.82,35,-300,339970,322598,0.97,1.02,1083531,1138159,-6.54,-6.15,293274,276986,-6.61,-6.62
2026-06-02,Weekly,2023-09-25,2023-10-22,NA,Country,National,263824,-12.88,365500,2.4,34,-400,342372,330208,0.87,0.88,1079805,1146170,-7.33,-6.94,296176,283835,-5.39,-5.38
2026-06-02,Weekly,2023-09-18,2023-10-15,NA,Country,National,265465,-14.05,365000,1.81,34,-300,340773,333965,-0.37,-0.38,1074670,1142503,-8.26,-7.78,297575,290400,-6.42,-6.41
2026-06-02,Weekly,2023-09-11,2023-10-08,NA,Country,National,278402,-13.78,366000,1.95,34,-200,338556,338848,-1.6,-1.6,1068709,1138784,-9.37,-8.9,298249,297970,-9.5,-9.52
2026-06-02,Weekly,2023-09-04,2023-10-01,NA,Country,National,273814,-12.97,367500,2.11,33,-300,338564,339451,-2.57,-2.54,1063894,1124283,-10.25,-9.7,299593,296583,-10.49,-10.47
